             CooksD  CooksD_flag  StdResid  StdResid_flag  StudResid  StudResid_flag    DFFITS  DFFITS_flag  COVRATIO  COVRATIO_flag  DFBETAS_flag
304.0  4.839909e-03        False  1.138879          False   1.139336           False  0.318935        False  1.059862          False         False
305.0  2.199716e-04        False  0.521376          False   0.520864           False  0.067899        False  1.068375          False         False
306.0  1.390059e-03        False  0.794444          False   0.794048           False  0.170769        False  1.076997          False         False
307.0  4.954492e-04        False  0.545610          False   0.545093           False  0.101905        False  0.966155          False          True
308.0  3.098301e-03        False  1.460838           True   1.463082            True  0.255469         True  0.863938          False          True
309.0  1.450602e-02        False  2.161375          False   2.172179           False  0.554689        False  1.097233          False         False
310.0  2.884005e-04        False  0.367899          False   0.367470           False  0.077732        False  1.074919          False         False
311.0  6.258029e-05        False  0.259220          False   0.258893           False  0.036206        False  1.074262          False         False
312.0  9.507249e-04        False  0.685705          False   0.685215           False  0.141197        False  1.074623          False         False
313.0  4.731613e-05        False  0.231757          False   0.231461           False  0.031482        False  1.077997          False         False
314.0  5.352006e-05        False  0.228110          False   0.227818           False  0.033482        False  1.096020          False         False
315.0  1.524585e-06        False  0.029956          False   0.029916           False  0.005651        False  1.022390          False         False
316.0  9.339932e-04        False -0.982114          False  -0.982067           False -0.140043        False  1.120807          False         False
317.0  2.418395e-04        False  0.282078          False   0.281728           False  0.071176        False  1.139232          False          True
318.0  3.099748e-03        False  0.761120          False   0.760688           False  0.254992        False  1.172900           True         False
319.0  1.112896e-03        False  0.440386           True   0.439907            True  0.152709        False  0.855294          False          True
320.0  1.005334e-02        False  2.130297          False   2.140557           False  0.461691        False  1.100068          False         False
321.0  3.637959e-06        False  0.043943           True   0.043884            True  0.008729         True  0.611238           True          True
322.0  2.343613e-02        False  3.220189          False   3.261753           False  0.710595        False  1.085782          False         False
323.0  5.883389e-05        False  0.208305          False   0.208036           False  0.035104         True  0.946589          False          True
324.0  1.054893e-02        False  1.776527          False   1.781726           False  0.472045        False  1.047900          False          True
325.0  8.646219e-03        False  1.355039          False   1.356573           False  0.426593         True  1.079322          False          True
326.0  1.554027e-02        False  1.465166           True   1.467441            True  0.572154         True  0.927992          False          True
327.0  3.896908e-02        False  2.230964          False   2.243052           False  0.909529        False  1.295892           True          True
328.0  2.331964e-03        False  0.452864           True   0.452378            True  0.221057         True  0.932568          False          True
329.0  2.606444e-02        False  2.077956          False   2.087336           False  0.743173        False  1.093279          False         False
330.0           NaN        False       NaN           True        NaN            True       NaN         True  0.869435          False          True
331.0  1.591184e-05        False -0.099700           True  -0.099567            True -0.018255         True  0.891122          False          True
332.0  1.885901e-02        False -2.198373          False  -2.209849           False -0.632602         True  1.427982           True          True
333.0  1.240693e-01        False  2.820639          False   2.847533           False  1.629532        False  0.994520          False          True
334.0  1.229111e-02        False -0.803711          False  -0.803326           False -0.507806        False  1.097523          False         False
335.0  9.395434e-03        False  1.567039          False   1.570131           False  0.445066        False  1.041638          False         False
336.0           NaN        False       NaN          False        NaN           False       NaN        False  1.055061          False         False
337.0  8.083249e-07        False  0.021398          False   0.021370           False  0.004114        False  1.002559          False          True
338.0  5.589929e-04        False -0.783877          False  -0.783469           False -0.108290        False  1.009510          False          True
339.0  4.111674e-04        False -0.645459          False  -0.644951           False -0.092849        False  1.081746          False         False
340.0  1.870364e-03        False -1.196494          False  -1.197193           False -0.198302        False  1.130592          False         False
341.0  2.986872e-03        False -1.239920          False  -1.240822           False -0.250630        False  0.937115          False          True
342.0  4.251388e-04        False -0.495093          False  -0.494589           False -0.094391        False  1.055867          False          True
343.0  9.651657e-05        False -0.170108          False  -0.169886           False -0.044962        False  1.022858          False          True
344.0  3.139066e-03        False  1.607689          False   1.611143           False  0.257301        False  1.159408          False         False
345.0  5.373802e-03        False -1.184927          False  -1.185574           False -0.336115        False  1.088846          False         False
346.0  2.438457e-03        False -1.135076          False  -1.135518           False -0.226379        False  1.077396          False         False
347.0  3.070589e-05        False -0.081983          False  -0.081874           False -0.025359        False  1.053431          False         False
348.0  4.266672e-04        False  0.464651          False   0.464160           False  0.094557        False  1.057042          False         False
349.0  7.657756e-04        False -0.626798          False  -0.626285           False -0.126708        False  1.072363          False         False
350.0  6.905671e-04        False  0.738351          False   0.737897           False  0.120350        False  1.149199          False         False
351.0  3.746311e-04        False  0.617747          False   0.617231           False  0.088624        False  1.117310          False         False
352.0  4.274254e-04        False  0.543635          False   0.543118           False  0.094651        False  1.101643          False         False
353.0  6.301559e-04        False -0.374182          False  -0.373748           False -0.114903        False  0.987636          False          True
354.0           NaN        False       NaN          False        NaN           False       NaN        False  1.242296           True          True
355.0  1.252159e-05        False  0.068511          False   0.068419           False  0.016194        False  1.230987           True         False
356.0  3.872160e-07        False  0.014092          False   0.014073           False  0.002848         True  1.280213           True          True
357.0  8.573525e-03        False  1.568612          False   1.571717           False  0.425156        False  1.247508           True          True
358.0  2.810793e-03        False  0.551290          False   0.550772           False  0.242726        False  1.377393           True          True
359.0  1.501500e-04        False -0.138483          False  -0.138300           False -0.056079        False  1.074541          False         False
360.0  4.012508e-02        False  1.499997           True   1.502537            True  0.919502         True  0.604849           True          True
361.0  3.701889e-03        False -0.616669          False  -0.616153           False -0.278585        False  0.941985          False          True
362.0  4.430187e-03        False -0.536767           True  -0.536251            True -0.304722        False  0.822121           True          True
363.0  1.038080e-06        False -0.037610          False  -0.037560           False -0.004663        False  1.098510          False         False
364.0  5.582885e-02        False  3.380707          False   3.429385           False  1.098367        False  1.083456          False         False
365.0  2.023503e-03        False -1.537643          False  -1.540486           False -0.206521        False  0.982765          False          True
366.0  6.134219e-03        False -2.211034          False  -2.222745           False -0.360814        False  1.074208          False         False
367.0  1.655720e-05        False  0.095022          False   0.094895           False  0.018622        False  1.074742          False         False
368.0  1.865392e-04        False -0.355002          False  -0.354583           False -0.062515        False  1.083361          False         False
369.0  2.652725e-03        False  1.353845          False   1.355372           False  0.236290        False  0.973635          False          True
370.0  2.076279e-04        False  0.417105          False   0.416640           False  0.065958        False  1.204681           True         False
371.0  1.166290e-04        False -0.334009          False  -0.333609           False -0.049430        False  1.132278          False         False
372.0  1.019341e-04        False -0.276055           True  -0.275711            True -0.046209         True  0.886404          False          True
373.0  2.592932e-03        False -1.397800          False  -1.399605           False -0.233650        False  1.004138          False          True
374.0           NaN        False       NaN          False        NaN           False       NaN        False  1.001765          False          True
375.0  6.319271e-04        False -0.303317          False  -0.302946           False -0.115056        False  1.255940           True         False
376.0  7.376303e-05        False -0.147495          False  -0.147300           False -0.039306        False  1.108855          False         False
377.0  1.415310e-02        False -2.071244          False  -2.080515           False -0.547615        False  1.100506          False         False
378.0  2.109415e-03        False  1.206349          False   1.207092           False  0.210600        False  1.133377          False         False
379.0  1.502208e-03        False  1.170422          False   1.171008           False  0.177702        False  0.964053          False          True
380.0  1.846582e-04        False  0.143575          False   0.143385           False  0.062190        False  1.106702          False         False
381.0  4.399550e-04        False  0.401364          False   0.400910           False  0.096011        False  1.094565          False         False
382.0  2.126464e-04        False -0.312800           True  -0.312419            True -0.066744         True  0.430883           True          True
383.0  7.761933e-05        False  0.150159          False   0.149961           False  0.040320        False  0.972706          False          True
384.0  7.040549e-03        False -1.616078          False  -1.619610           False -0.385355        False  0.956537          False          True
385.0  5.961482e-05        False  0.162711          False   0.162497           False  0.035336        False  1.186055           True          True
386.0  4.755002e-06        False  0.053861          False   0.053789           False  0.009979        False  1.037163          False          True
387.0  4.583567e-02        False  4.061878          False   4.149721           False  1.002313        False  1.088369          False         False
388.0  2.921444e-03        False -1.419403          False  -1.421354           False -0.248030        False  1.063963          False         False
389.0  3.684462e-03        False -1.533289          False  -1.536096           False -0.278671        False  1.363575           True          True
390.0  3.671045e-03        False  0.709562          False   0.709086           False  0.277468        False  1.101172          False         False
391.0  1.894048e-03        False  1.013284          False   1.013321           False  0.199444        False  1.081876          False         False
392.0  3.582004e-06        False -0.051331          False  -0.051262           False -0.008661        False  1.011580          False         False
